timestamp,open,high,low,close,volume
2020-12-31 8:40,134.43,134.4302,134.35,134.3502,19776
2020-12-31 8:45,134.36,134.43,134.3102,134.43,31613
2020-12-31 8:50,134.43,134.45,134.34,134.4,21032
2020-12-31 8:55,134.41,134.41,134.3,134.36,28724
2020-12-31 9:00,134.38,134.44,134.33,134.35,19085
2020-12-31 9:05,134.35,134.3899,134.27,134.3,29392
2020-12-31 9:10,134.3,134.32,134.22,134.31,37567
2020-12-31 9:15,134.31,134.32,134.25,134.25,37723
2020-12-31 9:20,134.25,134.26,134.01,134.1202,55850
2020-12-31 9:25,134.12,134.1498,133.9102,133.95,62799
2020-12-31 9:30,133.95,134.15,133.92,134.04,62030
2020-12-31 9:35,134.08,134.74,133.79,134.17,3151211
2020-12-31 9:40,134.17,134.39,133.94,134.25,2059117
2020-12-31 9:45,134.27,134.48,133.7,133.78,2062933
2020-12-31 9:50,133.7795,133.94,133.46,133.4993,1965435
2020-12-31 9:55,133.49,133.65,133.19,133.2702,1779647
2020-12-31 10:00,133.27,133.56,133.25,133.435,1343944
2020-12-31 10:05,133.44,133.6,133.3,133.4724,1521291
2020-12-31 10:10,133.471,133.5799,133.07,133.205,2139160
2020-12-31 10:15,133.205,133.24,132.6503,132.68,2350736
2020-12-31 10:20,132.6837,133.08,132.68,133.06,1344201
2020-12-31 10:25,133.06,133.16,132.92,132.9765,964058
2020-12-31 10:30,132.975,133.21,132.86,132.885,1194104
2020-12-31 10:35,132.8808,133,132.7901,132.83,1044824
2020-12-31 10:40,132.8346,133.03,132.82,132.99,1050762
2020-12-31 10:45,132.9955,133.1362,132.91,133.0955,803303
2020-12-31 10:50,133.11,133.11,132.93,133,926743
2020-12-31 10:55,132.99,133.29,132.98,133.27,882665
2020-12-31 11:00,133.27,133.3,133.03,133.1273,818647
2020-12-31 11:05,133.13,133.14,132.94,132.9603,658753
2020-12-31 11:10,132.965,132.974,132.85,132.9167,751955
2020-12-31 11:15,132.91,132.915,132.75,132.8095,993296
2020-12-31 11:20,132.81,132.9,132.7,132.7156,938928
2020-12-31 11:25,132.7192,132.72,132.52,132.6005,968368
2020-12-31 11:30,132.605,132.775,132.45,132.53,1164848
2020-12-31 11:35,132.53,132.58,132.35,132.5,938430
2020-12-31 11:40,132.5,132.71,132.44,132.695,987765
2020-12-31 11:45,132.69,132.76,132.49,132.59,716755
2020-12-31 11:50,132.595,132.68,132.4575,132.6257,661452
2020-12-31 11:55,132.62,132.62,132.34,132.4141,907556
2020-12-31 12:00,132.4133,132.4381,131.8915,131.95,2232790
2020-12-31 12:05,131.96,132.22,131.72,132.155,1902614
2020-12-31 12:10,132.15,132.31,132.0601,132.11,1119891
2020-12-31 12:15,132.13,132.35,132.0516,132.345,1148173
2020-12-31 12:20,132.3447,132.415,132.18,132.325,843614
2020-12-31 12:25,132.3293,132.66,132.29,132.6592,940720
2020-12-31 12:30,132.655,132.8,132.54,132.62,1138722
2020-12-31 12:35,132.62,132.65,132.54,132.555,694940
2020-12-31 12:40,132.55,132.5568,132.38,132.4484,761496
2020-12-31 12:45,132.44,132.7068,132.37,132.63,687472
2020-12-31 12:50,132.6293,132.7176,132.53,132.6067,621257
2020-12-31 12:55,132.605,132.6892,132.5403,132.62,568064
2020-12-31 13:00,132.62,132.62,132.42,132.425,669746
2020-12-31 13:05,132.43,132.53,132.41,132.4499,495211
2020-12-31 13:10,132.4408,132.55,132.34,132.4509,544687
2020-12-31 13:15,132.4501,132.47,132.3101,132.38,831132
2020-12-31 13:20,132.3768,132.55,132.3701,132.51,669999
2020-12-31 13:25,132.515,132.52,132.39,132.405,427419
2020-12-31 13:30,132.405,132.6297,132.4,132.5608,503221
2020-12-31 13:35,132.565,132.585,132.48,132.5206,486217
2020-12-31 13:40,132.5292,132.57,132.43,132.565,530385
2020-12-31 13:45,132.56,132.56,132.41,132.417,512169
2020-12-31 13:50,132.4168,132.445,132.2,132.2263,665111
2020-12-31 13:55,132.225,132.33,132.18,132.3199,723145
2020-12-31 14:00,132.3199,132.32,132.09,132.1,689920
2020-12-31 14:05,132.101,132.16,132.025,132.0745,805063
2020-12-31 14:10,132.07,132.39,132.01,132.3233,807024
2020-12-31 14:15,132.3293,132.45,132.26,132.3601,872751
2020-12-31 14:20,132.365,132.73,132.36,132.72,1108930
2020-12-31 14:25,132.72,132.83,132.69,132.8268,1166544
2020-12-31 14:30,132.8208,132.89,132.7,132.765,1013952
2020-12-31 14:35,132.77,133.09,132.65,133.07,1288036
2020-12-31 14:40,133.07,133.09,132.91,132.975,1005492
2020-12-31 14:45,132.985,133.1,132.9016,132.9699,922820
2020-12-31 14:50,132.95,133,132.84,132.945,683470
2020-12-31 14:55,132.94,133.03,132.81,132.8923,701744
2020-12-31 15:00,132.895,133.02,132.85,132.9907,647039
2020-12-31 15:05,132.995,133.15,132.89,132.92,901423
2020-12-31 15:10,132.9289,133.18,132.86,133.14,812612
2020-12-31 15:15,133.15,133.16,132.94,132.986,681203
2020-12-31 15:20,132.985,133.05,132.82,132.86,692584
2020-12-31 15:25,132.86,132.89,132.7,132.7,657031
2020-12-31 15:30,132.72,132.81,132.566,132.8,1154691
2020-12-31 15:35,132.795,132.8399,132.65,132.7,783047
2020-12-31 15:40,132.715,132.86,132.69,132.75,712891
2020-12-31 15:45,132.74,132.835,132.66,132.725,903891
2020-12-31 15:50,132.725,132.75,132.55,132.61,1330701
2020-12-31 15:55,132.62,133.33,132.57,132.59,4004890
2020-12-31 16:00,132.59,133,132.45,132.58,4042031
2020-12-31 16:05,132.69,132.99,132.65,132.82,1274262
2020-12-31 16:10,132.84,132.88,132.7033,132.8,107657
2020-12-31 16:15,132.82,132.83,132.78,132.78,25425
2020-12-31 16:20,132.78,132.8,132.71,132.78,31765
2020-12-31 16:25,132.8,132.8,132.78,132.78,43325
2020-12-31 16:30,132.79,132.8,132.7,132.74,5725
2020-12-31 16:35,132.73,132.73,132.62,132.65,20510
2020-12-31 16:40,132.6926,132.6926,132.63,132.66,323957
2020-12-31 16:45,132.66,132.69,132.63,132.64,36270
2020-12-31 16:50,132.62,132.63,132.6,132.6,14039
2020-12-31 16:55,132.61,132.61,132.57,132.59,24587
2020-12-31 17:00,132.59,132.69,132.59,132.62,22189
2020-12-31 17:05,132.63,132.63,132.61,132.63,2470
2020-12-31 17:10,132.63,132.68,132.62,132.62,24834
2020-12-31 17:15,132.65,132.65,132.6,132.65,16460
2020-12-31 17:20,132.63,132.63,132.6,132.62,4462
2020-12-31 17:25,132.61,132.62,132.6,132.62,5557
2020-12-31 17:30,132.6002,132.61,132.57,132.57,6776
2020-12-31 17:35,132.57,132.59,132.56,132.59,7964
2020-12-31 17:40,132.58,132.5899,132.56,132.58,8190
2020-12-31 17:45,132.58,132.59,132.56,132.59,14711
2020-12-31 17:50,132.56,132.58,132.55,132.55,7478
2020-12-31 17:55,132.57,132.59,132.55,132.59,13058
2020-12-31 18:00,132.6,132.63,132.59,132.6,5862
2020-12-31 18:05,132.6,132.6,132.57,132.58,2644
2020-12-31 18:10,132.59,132.6,132.59,132.6,1756
2020-12-31 18:15,132.6,132.6,132.59,132.6,3623
2020-12-31 18:20,132.59,132.62,132.59,132.62,4079
2020-12-31 18:25,132.61,132.61,132.6,132.6,1574
2020-12-31 18:30,132.61,132.61,132.57,132.59,6425
2020-12-31 18:35,132.58,132.65,132.58,132.65,1758
2020-12-31 18:40,132.68,132.68,132.6,132.6,5397
2020-12-31 18:45,132.6,132.63,132.6,132.63,3625
2020-12-31 18:50,132.63,132.65,132.62,132.65,2568
2020-12-31 18:55,132.65,132.68,132.65,132.68,5849
2020-12-31 19:00,132.68,132.69,132.65,132.68,2519
2020-12-31 19:05,132.69,132.71,132.65,132.71,17952
2020-12-31 19:10,132.71,132.7399,132.71,132.72,2639
2020-12-31 19:15,132.72,132.74,132.7,132.72,6013
2020-12-31 19:20,132.73,132.74,132.7,132.71,2697
2020-12-31 19:25,132.72,132.73,132.71,132.73,2300
2020-12-31 19:30,132.74,132.74,132.73,132.74,3507
2020-12-31 19:35,132.72,132.75,132.72,132.74,2619
2020-12-31 19:40,132.73,132.77,132.73,132.77,3366
2020-12-31 19:45,132.77,132.8,132.75,132.78,5256
2020-12-31 19:50,132.76,132.77,132.71,132.71,10660
2020-12-31 19:55,132.75,132.75,132.7,132.72,5999
2020-12-31 20:00,132.7,132.72,132.7,132.71,24620
